	 Testing Card: salvager 
    #####:  804:      if ( (getCost(state->hand[currentPlayer][choice1]) + 3) > getCost(choice2) )
call    0 never executed
call    1 never executed
branch  2 never executed
branch  3 never executed
        -:  805:	{
    #####:  806:	  return -1;
        -:  807:	}
        -:  808:
    #####:  809:      gainCard(choice2, state, 2, currentPlayer);
call    0 never executed
        -:  810:
        -:  811:      //discard card from hand
    #####:  812:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  813:
        -:  814:      //discard trashed card
    #####:  815:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  816:	{
    #####:  817:	  if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -:  818:	    {
    #####:  819:	      discardCard(i, currentPlayer, state, 0);			
call    0 never executed
    #####:  820:	      break;
        -:  821:	    }
        -:  822:	}
        -:  823:			
    #####:  824:      return 0;
        -:  825:			
        -:  826:    case remodel:
    #####:  827:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  828:
    #####:  829:      if ( (getCost(state->hand[currentPlayer][choice1]) + 2) > getCost(choice2) )
call    0 never executed
call    1 never executed
branch  2 never executed
branch  3 never executed
        -:  830:	{
    #####:  831:	  return -1;
        -:  832:	}
        -:  833:
    #####:  834:      gainCard(choice2, state, 0, currentPlayer);
call    0 never executed
        -:  835:
        -:  836:      //discard card from hand
    #####:  837:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  838:
        -:  839:      //discard trashed card
    #####:  840:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  841:	{
    #####:  842:	  if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -:  843:	    {
    #####:  844:	      discardCard(i, currentPlayer, state, 0);			
call    0 never executed
    #####:  845:	      break;
        -:  846:	    }
        -:  847:	}
        -:  848:
        -:  849:
    #####:  850:      return 0;
        -:  851:/*		
        -:  852:    case smithy:
        -:  853:      //+3 Cards
        -:  854:      for (i = 0; i < 3; i++)
        -:  855:	{
        -:  856:	  drawCard(currentPlayer, state);
        -:  857:	}
        -:  858:			
        -:  859:      //discard card from hand
        -:  860:      discardCard(handPos, currentPlayer, state, 0);
        -:  861:      return 0;
        -:  862:*/		
        -:  863:/*
        -:  864:    case village:
        -:  865:      //+1 Card
        -:  866:      drawCard(currentPlayer, state);
        -:  867:			
        -:  868:      //+2 Actions
        -:  869:      state->numActions = state->numActions + 2;
        -:  870:			
        -:  871:      //discard played card from hand
        -:  872:      discardCard(handPos, currentPlayer, state, 0);
        -:  873:      return 0;
        -:  874:*/		
        -:  875:    case baron:
    #####:  876:      state->numBuys++;//Increase buys by 1!
    #####:  877:      if (choice1 > 0){//Boolean true or going to discard an estate
branch  0 never executed
branch  1 never executed
    #####:  878:	int p = 0;//Iterator for hand!
    #####:  879:	int card_not_discarded = 1;//Flag for discard set!
    #####:  880:	while(card_not_discarded){
branch  0 never executed
branch  1 never executed
    #####:  881:	  if (state->hand[currentPlayer][p] == estate){//Found an estate card!
branch  0 never executed
branch  1 never executed
    #####:  882:	    state->coins += 4;//Add 4 coins to the amount of coins
    #####:  883:	    state->discard[currentPlayer][state->discardCount[currentPlayer]] = state->hand[currentPlayer][p];
    #####:  884:	    state->discardCount[currentPlayer]++;
    #####:  885:	    for (;p < state->handCount[currentPlayer]; p++){
branch  0 never executed
branch  1 never executed
    #####:  886:	      state->hand[currentPlayer][p] = state->hand[currentPlayer][p+1];
        -:  887:	    }
    #####:  888:	    state->hand[currentPlayer][state->handCount[currentPlayer]] = -1;
    #####:  889:	    state->handCount[currentPlayer]--;
    #####:  890:	    card_not_discarded = 0;//Exit the loop
        -:  891:	  }
    #####:  892:	  else if (p > state->handCount[currentPlayer]){
branch  0 never executed
branch  1 never executed
        -:  893:	    if(DEBUG) {
        -:  894:	      printf("No estate cards in your hand, invalid choice\n");
        -:  895:	      printf("Must gain an estate if there are any\n");
        -:  896:	    }
    #####:  897:	    if (supplyCount(estate, state) > 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  898:	      gainCard(estate, state, 0, currentPlayer);
call    0 never executed
    #####:  899:	      state->supplyCount[estate]--;//Decrement estates
    #####:  900:	      if (supplyCount(estate, state) == 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  901:		isGameOver(state);
call    0 never executed
        -:  902:	      }
        -:  903:	    }
    #####:  904:	    card_not_discarded = 0;//Exit the loop
        -:  905:	  }
        -:  906:			    
        -:  907:	  else{
    #####:  908:	    p++;//Next card
        -:  909:	  }
        -:  910:	}
        -:  911:      }
        -:  912:			    
        -:  913:      else{
    #####:  914:	if (supplyCount(estate, state) > 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  915:	  gainCard(estate, state, 0, currentPlayer);//Gain an estate
call    0 never executed
    #####:  916:	  state->supplyCount[estate]--;//Decrement Estates
    #####:  917:	  if (supplyCount(estate, state) == 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  918:	    isGameOver(state);
call    0 never executed
        -:  919:	  }
        -:  920:	}
        -:  921:      }
        -:  922:	    
        -:  923:      
    #####:  924:      return 0;
        -:  925:		
        -:  926:    case great_hall:
        -:  927:      //+1 Card
    #####:  928:      drawCard(currentPlayer, state);
call    0 never executed
        -:  929:			
        -:  930:      //+1 Actions
    #####:  931:      state->numActions++;
        -:  932:			
        -:  933:      //discard card from hand
    #####:  934:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####:  935:      return 0;
        -:  936:		
        -:  937:    case minion:
        -:  938:      //+1 action
    #####:  939:      state->numActions++;
        -:  940:			
        -:  941:      //discard card from hand
    #####:  942:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  943:			
    #####:  944:      if (choice1)		//+2 coins
branch  0 never executed
branch  1 never executed
        -:  945:	{
    #####:  946:	  state->coins = state->coins + 2;
        -:  947:	}
        -:  948:			
    #####:  949:      else if (choice2)		//discard hand, redraw 4, other players with 5+ cards discard hand and draw 4
branch  0 never executed
branch  1 never executed
        -:  950:	{
        -:  951:	  //discard hand
    #####:  952:	  while(numHandCards(state) > 0)
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  953:	    {
    #####:  954:	      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  955:	    }
        -:  956:				
        -:  957:	  //draw 4
    #####:  958:	  for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -:  959:	    {
    #####:  960:	      drawCard(currentPlayer, state);
call    0 never executed
        -:  961:	    }
        -:  962:				
        -:  963:	  //other players discard hand and redraw if hand size > 4
    #####:  964:	  for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  965:	    {
    #####:  966:	      if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -:  967:		{
    #####:  968:		  if ( state->handCount[i] > 4 )
branch  0 never executed
branch  1 never executed
        -:  969:		    {
        -:  970:		      //discard hand
    #####:  971:		      while( state->handCount[i] > 0 )
branch  0 never executed
branch  1 never executed
        -:  972:			{
    #####:  973:			  discardCard(handPos, i, state, 0);
call    0 never executed
        -:  974:			}
        -:  975:							
        -:  976:		      //draw 4
    #####:  977:		      for (j = 0; j < 4; j++)
branch  0 never executed
branch  1 never executed
        -:  978:			{
    #####:  979:			  drawCard(i, state);
call    0 never executed
        -:  980:			}
        -:  981:		    }
        -:  982:		}
        -:  983:	    }
        -:  984:				
        -:  985:	}
    #####:  986:      return 0;
        -:  987:/*		
        -:  988:    case steward:
        -:  989:      if (choice1 == 1)
        -:  990:	{
        -:  991:	  //+2 cards
        -:  992:	  drawCard(currentPlayer, state);
        -:  993:	  drawCard(currentPlayer, state);
        -:  994:	}
        -:  995:      else if (choice1 == 2)
        -:  996:	{
        -:  997:	  //+2 coins
        -:  998:	  state->coins = state->coins + 2;
        -:  999:	}
        -: 1000:      else
        -: 1001:	{
        -: 1002:	  //trash 2 cards in hand
        -: 1003:	  discardCard(choice2, currentPlayer, state, 1);
        -: 1004:	  discardCard(choice3, currentPlayer, state, 1);
        -: 1005:	}
        -: 1006:			
        -: 1007:      //discard card from hand
        -: 1008:      discardCard(handPos, currentPlayer, state, 0);
        -: 1009:      return 0;
        -: 1010:*/		
        -: 1011:    case tribute:
    #####: 1012:      if ((state->discardCount[nextPlayer] + state->deckCount[nextPlayer]) <= 1){
branch  0 never executed
branch  1 never executed
    #####: 1013:	if (state->deckCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####: 1014:	  tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####: 1015:	  state->deckCount[nextPlayer]--;
        -: 1016:	}
    #####: 1017:	else if (state->discardCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####: 1018:	  tributeRevealedCards[0] = state->discard[nextPlayer][state->discardCount[nextPlayer]-1];
    #####: 1019:	  state->discardCount[nextPlayer]--;
        -: 1020:	}
        -: 1021:	else{
        -: 1022:	  //No Card to Reveal
        -: 1023:	  if (DEBUG){
        -: 1024:	    printf("No cards to reveal\n");
        -: 1025:	  }
        -: 1026:	}
        -: 1027:      }
        -: 1028:	    
        -: 1029:      else{
    #####: 1030:	if (state->deckCount[nextPlayer] == 0){
branch  0 never executed
branch  1 never executed
    #####: 1031:	  for (i = 0; i < state->discardCount[nextPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####: 1032:	    state->deck[nextPlayer][i] = state->discard[nextPlayer][i];//Move to deck
    #####: 1033:	    state->deckCount[nextPlayer]++;
    #####: 1034:	    state->discard[nextPlayer][i] = -1;
    #####: 1035:	    state->discardCount[nextPlayer]--;
        -: 1036:	  }
        -: 1037:			    
    #####: 1038:	  shuffle(nextPlayer,state);//Shuffle the deck
call    0 never executed
        -: 1039:	} 
    #####: 1040:	tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####: 1041:	state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####: 1042:	state->deckCount[nextPlayer]--;
